decisions,9
DMT,9
dog,9
dramatic,9
Earth,9
electricity,9
emotional,9
ethics,9
evil,9
excited,9
exorcism,9
faster,9
Greg,9
Harold,9
hasn,9
helped,9
himself,9
homeless,9
hundreds,9
increase,9
insight,9
interest,9
IT,9
Jeff,9
Joe,9
kept,9
key,9
knowing,9
knowledge,9
Kyle,9
lassi,9
lead,9
locked,9
machines,9
math,9
middle,9
Most,9
mother,9
nature,9
neuroscience,9
On,9
onto,9
Ooh,9
orange,9
points,9
pop,9
presence,9
priest,9
program,9
reason,9
record,9
related,9
religious,9
responsibility,9
roach,9
See,9
selling,9
serious,9
setting,9
sham,9
Should,9
sir,9
sitting,9
smiling,9
starting,9
straight,9
student,9
superstitious,9
takes,9
tested,9
Those,9
torture,9
total,9
town,9
unable,9
Veissiere,9
Veissiére,9
warm,9
whose,9
worked,9
written,9
Aaron,8
above,8
Absolutely,8
add,8
affected,8
aggressive,8
allow,8
Am,8
anonymity,8
Area,8
authority,8
becomes,8
behave,8
believed,8
board,8
bot,8
Box,8
bubble,8
bunch,8
bye,8
Bye,8
calling,8
camera,8
capable,8
chicken,8
chuckles,8
civilization,8
cockroaches,8
collect,8
colors,8
concept,8
condition,8
conditions,8
conducted,8
convinced,8
Courtney,8
credit,8
currently,8
Deja,8
demand,8
dial,8
director,8
disorder,8
drew,8
drink,8
dying,8
effective,8
enjoy,8
enter,8
equipment,8
especially,8
everybody,8
Exactly,8
expected,8
experiences,8
expression,8
fascinating,8
fill,8
Finally,8
fit,8
flow,8
forever,8
forward,8
Gisele,8
Great,8
hat,8
helps,8
High,8
hopefully,8
huh,8
hypothesis,8
Jessica,8
kinda,8
Kuhl,8
listening,8
Max,8
meant,8
medical,8
meeting,8
Melissa,8
minute,8
Mmm,8
Next,8
opened,8
organ,8
outer,8
paralyzed,8
parents,8
participate,8
patterns,8
phase,8
pill,8
placed,8
plan,8
prefer,8
present,8
processing,8
psychologist,8
Ready,8
reality,8
receive,8
recognition,8
remembering,8
retinal,8
return,8
robot,8
run,8
scans,8
scenario,8
severe,8
shapes,8
share,8
simply,8
skills,8
slowly,8
Sometimes,8
son,8
state,8
stick,8
stimulation,8
stimuli,8
stopped,8
strongly,8
switching,8
term,8
thief,8
Time,8
tip,8
tones,8
trains,8
trauma,8
trip,8
trolley,8
view,8
vivid,8
wave,8
wear,8
Who,8
wife,8
Yup,8
across,7
afraid,7
algorithm,7
Amazon,7
applications,7
approach,7
Arecibo,7
attack,7
avoid,7
awareness,7
bachelor,7
beat,7
beautiful,7
beeps,7
blind,7
blow,7
book,7
cases,7
caused,7
changed,7
charge,7
combination,7
committed,7
complaining,7
computers,7
confession,7
confident,7
conform,7
connect,7
consequences,7
correctly,7
Cory,7
Court,7
cryo,7
D,7
date,7
deal,7
decoder,7
develop,7
doctor,7
dream,7
due,7
eat,7
electric,7
Emma,7
exact,7
expectations,7
fall,7
Faluda,7
features,7
fort,7
friendly,7
friends,7
frowners,7
function,7
Get,7
giraffe,7
girl,7
guide,7
handle,7
Hannah,7
harm,7
headaches,7
heroism,7
Hopefully,7
hospital,7
however,7
However,7
identify,7
immediately,7
impressive,7
input,7
instance,7
instructed,7
invited,7
journey,7
juice,7
kids,7
larger,7
layers,7
leaving,7
letters,7
local,7
lost,7
luck,7
Makaylo,7
Malaya,7
measure,7
mess,7
mirror,7
modern,7
mood,7
nerves,7
neuro,7
nurse,7
obvious,7
offering,7
Ola,7
operating,7
option,7
Other,7
paper,7
participating,7
pay,7
performance,7
physically,7
picking,7
pitch,7
pixels,7
places,7
position,7
progress,7
PSA,7
psychedelic,7
public,7
pump,7
pushing,7
putting,7
random,7
reach,7
realized,7
recruited,7
remarkable,7
remote,7
reward,7
roaches,7
robotic,7
Rosenfeld,7
rules,7
running,7
sauce,7
sends,7
sensory,7
shared,7
smash,7
society,7
somewhere,7
Sorry,7
spent,7
spirit,7
square,7
standard,7
Stevens,7
store,7
stories,7
strange,7
success,7
superstitions,7
Sure,7
sweet,7
symbols,7
taste,7
theory,7
thousands,7
throw,7
tomorrow,7
tonight,7
turning,7
voice,7
voltage,7
wires,7
worried,7
worry,7
worst,7
yellow,7
accepting,6
access,6
adults,6
age,6
agreed,6
airport,6
angles,6
animals,6
Anne,6
Another,6
appear,6
appears,6
associated,6
attached,6
Attention,6
attention,6
audio,6
awesome,6
bacon,6
bag,6
Being,6
Bernays,6
biggest,6
binary,6
bleep,6
blue,6
British,6
bugs,6
bystander,6
card,6
cat,6
Catharsis,6
causes,6
childhood,6
Chinese,6
church,6
city,6
closer,6
coins,6
communicating,6
concerned,6
confidence,6
consciousness,6
contact,6
continued,6
controls,6
Cool,6
Corner,6
count,6
crimes,6
cruel,6
danger,6
dark,6
Dave,6
deeply,6
demonstrate,6
desire,6
Despite,6
detect,6
differences,6
differently,6
drawing,6
earlier,6
early,6
echo,6
eight,6
electronic,6
Elle,6
essentially,6
Everything,6
Excellent,6
except,6
expert,6
external,6
extraterrestrials,6
familiar,6
feedback,6
feet,6
fight,6
filling,6
frightening,6
functioning,6
gotten,6
government,6
green,6
ground,6
groups,6
heroes,6
hired,6
hitting,6
honest,6
honestly,6
huge,6
impact,6
implants,6
impossible,6
impulses,6
incredible,6
incredibly,6
Indian,6
indistinct,6
infratemporal,6
intention,6
introduce,6
Jared,6
kitten,6
Lab,6
letting,6
lever,6
listen,6
loved,6
mad,6
Many,6
Margaret,6
mayonnaise,6
McGill,6
meaningless,6
metal,6
method,6
methods,6
metro,6
million,6
mom,6
motor,6
musical,6
narrative,6
naturally,6
near,6
numeral,6
obviously,6
older,6
Only,6
options,6
Paris,6
Park,6
pass,6
perform,6
personalities,6
phenomenon,6
piano,6
pieces,6
pigeons,6
planted,6
plastic,6
platform,6
popping,6
prediction,6
procedure,6
Project,6
project,6
pushed,6
realistic,6
realize,6
reasons,6
recently,6
reduce,6
regular,6
rejected,6
Remember,6
researcher,6
reveal,6
rid,6
risks,6
RomanTech,6
salience,6
savant,6
save,6
score,6
season,6
sensations,6
sensitive,6
series,6
sharing,6
shoot,6
shop,6
shot,6
SILVIA,6
smilers,6
spend,6
spoken,6
squares,6
St,6
stakes,6
stars,6
Stilwell,6
Studies,6
suffered,6
sugar,6
suggest,6
surgery,6
surprise,6
surprising,6
survey,6
susceptible,6
syndrome,6
Tea,6
techniques,6
text,6
traveled,6
Tryn,6
upon,6
version,6
virtual,6
vision,6
volunteers,6
Vsauce,6
waited,6
warning,6
Was,6
wearing,6
Were,6
whoa,6
women,6
wondering,6
workers,6
YouTube,6
acted,5
advanced,5
analyze,5
animal,5
appeared,5
art,5
Athena,5
author,5
autistic,5
auto,5
ball,5
basic,5
behavioral,5
believes,5
bell,5
blocks,5
blowing,5
blows,5
bottom,5
buildings,5
burning,5
buttons,5
cap,5
cape,5
celebrity,5
Center,5
center,5
chimp,5
classic,5
co,5
college,5
colonial,5
community,5
compare,5
concerns,5
consider,5
considered,5
continues,5
convince,5
Correct,5
countries,5
country,5
crew,5
criminal,5
crisis,5
critical,5
cut,5
deactivated,5
dead,5
depend,5
depends,5
design,5
despite,5
detailed,5
determine,5
discovered,5
dissolution,5
divergent,5
divided,5
divine,5
document,5
donated,5
Douglas,5
electrodes,5
empathy,5
errors,5
event,5
everyday,5
exciting,5
exercise,5
exist,5
existence,5
experiencing,5
experts,5
exploring,5
F,5
fan,5
Fantastic,5
father,5
Father,5
figured,5
film,5
finally,5
floor,5
focused,5
followed,5
freeze,5
frustrated,5
general,5
girlfriend,5
gives,5
goal,5
grow,5
grunts,5
guessed,5
Ha,5
ha,5
hair,5
happier,5
harder,5
hate,5
heavy,5
heroic,5
His,5
Hmm,5
Hola,5
house,5
hug,5
Humans,5
humming,5
ideas,5
identity,5
illegal,5
impulse,5
induce,5
initially,5
innocent,5
intense,5
interact,5
Interesting,5
invented,5
items,5
Japan,5
jungle,5
Ken,5
kill,5
laptop,5
large,5
learns,5
lesson,5
lessons,5
levels,5
limit,5
limited,5
London,5
loud,5
magnetic,5
Make,5
Mark,5
Matsuzawa,5
meaningful,5
member,5
memorize,5
midazolam,5
migraines,5
millions,5
miss,5
Moran,5
morning,5
motion,5
moves,5
Mr,5
multiple,5
nearly,5
New,5
Nicholas,5
Nicole,5
nobody,5
note,5
offer,5
operator,5
overall,5
P,5
participated,5
paying,5
peak,5
perception,5
performed,5
Philip,5
phones,5
pixel,5
placebos,5
pleasure,5
pomelo,5
popped,5
possibly,5
pre,5
predicting,5
presented,5
preserve,5
price,5
prisoner,5
problems,5
professor,5
prove,5
punishment,5
purpose,5
railroad,5
range,5
rat,5
rate,5
receiving,5
reconstructions,5
relationships,5
relatively,5
remove,5
repeating,5
report,5
reported,5
required,5
requires,5
Researchers,5
resist,5
responsible,5
rest,5
restaurant,5
result,5
review,5
road,5
robbery,5
roles,5
round,5
salient,5
Say,5
scan,5
scanned,5
scene,5
search,5
sees,5
session,5
shaman,5
shirts,5
shocks,5
singing,5
sister,5
Six,5
slight,5
song,5
standing,5
starts,5
State,5
stolen,5
stress,5
successfully,5
super,5
suspect,5
tap,5
taught,5
teach,5
tend,5
terms,5
terrible,5
terror,5
Terror,5
Thirty,5
throughout,5
tickle,5
tiny,5
TMS,5
tools,5
top,5
travel,5
trees,5
tube,5
unique,5
unpleasant,5
users,5
various,5
Vault,5
versus,5
Victoria,5
Victory,5
violent,5
visions,5
visit,5
Wait,5
walk,5
walking,5
wire,5
wish,5
wonder,5
zeros,5
abuse,4
according,4
According,4
account,4
accuracy,4
actively,4
Actor,4
adult,4
advantage,4
advice,4
afternoon,4
Again,4
Also,4
Altiplano,4
ancient,4
answering,4
anymore,4
app,4
applause,4
approved,4
aspects,4
Awesome,4
Aye,4
bachelors,4
background,4
balance,4
balanced,4
bamboo,4
baseline,4
believing,4
below,4
Ben,4
benefits,4
bet,4
beyond,4
bill,4
billion,4
bills,4
blast,4
boot,4
boss,4
bottle,4
boxes,4
breaking,4
broke,4
buzz,4
buzzer,4
Caitlin,4
cars,4
catch,4
catharsis,4
caught,4
causing,4
challenging,4
chances,4
chanting,4
character,4
cheers,4
chip,4
choreographer,4
circumstances,4
clears,4
closed,4
cold,4
collected,4
College,4
commit,4
comparison,4
conclusion,4
confessing,4
content,4
contestants,4
controversial,4
costs,4
covered,4
creating,4
cultural,4
culture,4
current,4
cyber,4
Cynthia,4
damaged,4
dance,4
Daniel,4
dating,4
decades,4
decrease,4
deeper,4
defend,4
defense,4
degree,4
depression,4
description,4
destroy,4
developing,4
died,4
dilemma,4
direction,4
directly,4
distractor,4
divert,4
divide,4
doctors,4
doll,4
donate,4
dreaming,4
drinking,4
drinks,4
driver,4
drugs,4
duck,4
During,4
Dylan,4
eating,4
Echo,4
eggs,4
electrode,4
element,4
elements,4
emerge,4
encouraged,4
ends,4
engaged,4
enjoying,4
enriching,4
essay,4
everywhere,4
evolved,4
Except,4
excuse,4
existed,4
expectation,4
facility,4
factors,4
fair,4
falsely,4
fewer,4
finding,4
fingers,4
Five,4
flaws,4
forces,4
forearm,4
forms,4
frame,4
From,4
frozen,4
functions,4
fundamentally,4
gain,4
generated,4
Gotcha,4
gotta,4
grab,4
grid,4
groundbreaking,4
Guys,4
habitat,4
hang,4
harness,4
Has,4
headache,4
health,4
hearing,4
helpful,4
heroically,4
highest,4
Hit,4
ho,4
hometown,4
honor,4
host,4
hotel,4
hurts,4
identified,4
ignore,4
imagining,4
implant,4
implications,4
increased,4
indicate,4
inhibited,4
injected,4
instructions,4
interrogation,4
interview,4
introduced,4
investigate,4
involve,4
Isn,4
jam,4
Jason,4
John,4
justify,4
Kebab,4
Keep,4
keeping,4
kidding,4
Kitty,4
knock,4
knocking,4
laser,4
laughter,4
Lawrence,4
leads,4
letter,4
license,4
list,4
lovely,4
magician,4
major,4
managed,4
Management,4
map,4
massive,4
match,4
Meanwhile,4
mechanisms,4
migraine,4
miles,4
mine,4
Miriam,4
mirroring,4
mistake,4
movie,4
movies,4
murder,4
Museum,4
named,4
names,4
necessary,4
networks,4
neuroenchantment,4
neurological,4
news,4
nocebo,4
nonetheless,4
Nothing,4
observe,4
observing,4
occur,4
office,4
opposite,4
organism,4
Over,4
park,4
particularly,4
party,4
passing,4
passively,4
patience,4
pencil,4
percent,4
personally,4
physics,4
pigeon,4
plant,4
player,4
plays,4
poop,4
possessed,4
predicted,4
president,4
press,4
pressing,4
pretending,4
professional,4
profound,4
programmed,4
proposed,4
protective,4
psychologists,4
pushes,4
puts,4
puzzle,4
quality,4
quiet,4
raise,4
raising,4
rank,4
Recently,4
recognized,4
reconstruct,4
Refugio,4
relaxing,4
religion,4
remind,4
reminded,4
reminders,4
resistance,4
resources,4
retreat,4
revealing,4
rich,4
rights,4
rise,4
rituals,4
robo,4
Ron,4
row,4
S,4
sad,4
Sam,4
sample,4
scenarios,4
Science,4
scientifically,4
Scott,4
secret,4
selected,4
sensors,4
serums,4
Sheldon,4
Sherry,4
shops,4
shoulder,4
shoulders,4
significant,4
size,4
skeptical,4
sleep,4
slow,4
soft,4
software,4
somatosensory,4
someday,4
somehow,4
sorts,4
spare,4
speaking,4
specifically,4
spread,4
stands,4
Stark,4
States,4
Stephen,4
steps,4
stimulated,4
Straang,4
strawberry,4
structure,4
studied,4
successful,4
sudden,4
summer,4
surface,4
table,4
tandoor,4
tandoori,4
tanks,4
tapping,4
technique,4
teeth,4
telescope,4
tendency,4
Tetsuro,4
th,4
Their,4
theme,4
third,4
thousand,4
threat,4
throat,4
throwing,4
tingling,4
tissue,4
TMT,4
toxin,4
trade,4
trained,4
transmit,4
traumatic,4
treatment,4
trouble,4
trust,4
Trying,4
TSA,4
Turing,4
Twelve,4
U,4
uncertainty,4
unfortunately,4
United,4
university,4
useful,4
usually,4
variables,4
vase,4
viewing,4
voxels,4
VR,4
wander,4
whenever,4
whoever,4
wonderful,4
worldview,4
worldviews,4
worries,4
wrinkles,4
Ya,4
Yep,4
yours,4
abstract,3
accessories,3
accessory,3
accident,3
accurate,3
actress,3
Actually,3
ad,3
adapt,3
addition,3
ADHD,3
affecting,3
agent,3
alert,3
Almost,3
amnesia,3
amongst,3
amounts,3
amygdala,3
analysis,3
ancestors,3
Angeles,3
angle,3
anticipate,3
apart,3
Aphasia,3
appropriate,3
argument,3
arranged,3
arrested,3
arrive,3
Asch,3
ashamed,3
Ashleigh,3
asks,3
assignment,3
assisted,3
assumed,3
atoms,3
audible,3
audience,3
Authority,3
autism,3
available,3
averaged,3
Ayahuasca,3
Ayamel,3
babies,3
banging,3
bar,3
bat,3
bath,3
bathroom,3
beans,3
Beautiful,3
becoming,3
beep,3
begun,3
behaved,3
beneficial,3
benefit,3
Bennet,3
Better,3
birth,3
birthday,3
BlabDroid,3
blares,3
Bluetooth,3
boards,3
bodies,3
bold,3
bone,3
bonsai,3
booth,3
Both,3
Brain,3
brand,3
breach,3
broken,3
brush,3
buck,3
burn,3
busy,3
buzzing,3
caffeinated,3
cake,3
Callahan,3
calls,3
calmed,3
Cameron,3
candidate,3
cantaloupe,3
career,3
careful,3
carefully,3
Carhart,3
carry,3
cash,3
categories,3
cephalon,3
challenge,3
Change,3
chatter,3
cheap,3
checking,3
cheering,3
chemical,3
Chennai,3
chest,3
China,3
CHLCAs,3
chord,3
citrus,3
civilizations,3
cleaned,3
Clearly,3
Clemenson,3
clicking,3
closes,3
closing,3
clues,3
coffee,3
cognition,3
Cognitive,3
colleagues,3
collectively,3
combinations,3
comfort,3
compete,3
Completely,3
complicated,3
concentrate,3
concern,3
conclusions,3
conducting,3
confessed,3
confessions,3
connection,3
consciously,3
consistent,3
contained,3
continuing,3
controlled,3
controlling,3
conversation,3
copy,3
corner,3
cost,3
counselor,3
countermeasures,3
court,3
cover,3
creatures,3
cross,3
cup,3
dad,3
Dana,3
dangers,3
darn,3
dated,3
deception,3
decipher,3
decoding,3
Definitely,3
delay,3
delicious,3
demonstrated,3
denial,3
depersonalization,3
Describe,3
described,3
detected,3
detection,3
determined,3
development,3
Diana,3
digital,3
digits,3
dimensional,3
direct,3
disabled,3
disappearing,3
discover,3
disgusting,3
display,3
distance,3
distinguish,3
Doing,3
donation,3
doors,3
Doug,3
dressed,3
dynamic,3
ear,3
earliest,3
earned,3
educational,3
effort,3
elephant,3
elicit,3
eliminate,3
empathize,3
encounter,3
enjoyed,3
entrance,3
er,3
events,3
exam,3
Excel,3
exhales,3
exists,3
expects,3
explanation,3
explicitly,3
exposed,3
express,3
expressing,3
extra,3
extreme,3
eyebrows,3
fabricating,3
faced,3
Facial,3
falling,3
falls,3
fascinated,3
FDA,3
feeds,3
fiddling,3
filled,3
filming,3
findings,3
finger,3
fired,3
fix,3
flag,3
flight,3
FMRI,3
folks,3
following,3
